layers,activation,batch_size,loss,mae,r2_score,root_mean_squared_error,val_loss,val_mae,val_r2_score,val_root_mean_squared_error,learning_rate
[64],prelu,32,0.04358571767807004,0.27361897230148297,0.4832133650779724,0.38273248672485327,0.04002919346094129,0.26493909358978257,0.4612855315208435,0.37452957630157446,0.0010000000474974513
[64],prelu,32,0.03969740867614744,0.2733657896518706,0.4798625707626343,0.38397127389907815,0.036277109384536724,0.26307513713836655,0.46719568967819214,0.3724694252014158,0.0010000000474974513
[64],prelu,32,0.03648328408598898,0.2722414076328276,0.48562514781951904,0.3818383455276487,0.03373776152729986,0.26219299435615523,0.47006356716156006,0.37146567106246925,0.0010000000474974513
[64],prelu,32,0.03441700637340544,0.27098025083541855,0.486847460269928,0.38138440847396826,0.031893742829561214,0.2632278621196745,0.4739723801612854,0.3700931668281553,0.0010000000474974513
[64],prelu,32,0.033008305728435494,0.27062580585479723,0.4878143072128296,0.38102492094039897,0.030897436290979366,0.2611601293087004,0.4719371795654297,0.37080842256546,0.0010000000474974513
[64],prelu,32,0.032097532600164395,0.2704732954502104,0.48844486474990845,0.38079031705856303,0.030070799589157086,0.26157497763633714,0.47414350509643555,0.3700329422950742,0.0010000000474974513
[64],prelu,32,0.03126737773418425,0.26944665312767013,0.49276918172836304,0.3791774511337278,0.02968246713280676,0.26222122907638534,0.47312605381011963,0.3703907847404478,0.0010000000474974513
[64],prelu,32,0.030814222991466505,0.2695567667484282,0.4941747784614563,0.378651702404022,0.02933044731616972,0.26303456425666794,0.47430890798568726,0.36997479200363137,0.0010000000474974513
[64],prelu,32,0.03067614734172819,0.26950777173042284,0.4927936792373657,0.3791682958602903,0.029532068967819198,0.2688040494918822,0.4677864909172058,0.37226289510726907,0.0010000000474974513
[64],prelu,32,0.030472500622272473,0.26893889307975755,0.4941967725753784,0.378643476963043,0.029679163545370084,0.2633460044860838,0.46279120445251465,0.3740058302879331,0.0010000000474974513
[64],prelu,32,0.030490761995315533,0.27002947926521287,0.49255889654159546,0.37925602197647074,0.029180489480495436,0.2615192055702208,0.47110897302627563,0.3710991024971006,0.0010000000474974513
[64],prelu,32,0.030430383235216123,0.2688101649284361,0.4929848909378052,0.3790968060493467,0.029741556197404845,0.2629785060882567,0.46007734537124634,0.37494932413101173,0.0010000000474974513
[64],prelu,32,0.030630853772163374,0.26976243853569015,0.48923593759536743,0.38049577474594093,0.029053471237421018,0.2613798916339873,0.47290951013565063,0.370466887950897,0.0010000000474974513
[64],prelu,32,0.030506660789251308,0.26949770450592025,0.4909678101539612,0.3798501849174497,0.02879881560802458,0.26223043799400314,0.4770299196243286,0.36901599168777444,0.0010000000474974513
[64],prelu,32,0.0304338790476322,0.2694056689739226,0.49204039573669434,0.3794497489929197,0.0289051942527294,0.2642542898654936,0.47498154640197754,0.3697380065917967,0.0010000000474974513
