layers,activation,batch_size,epoch,loss,mae,root_mean_squared_error,r2_score,val_loss,val_mae,val_root_mean_squared_error,val_r2_score,loss_mean,mae_mean,root_mean_squared_error_mean,r2_score_mean,val_loss_mean,val_mae_mean,val_root_mean_squared_error_mean,val_r2_score_mean
[16],prelu,32,21,0.004869579329042468,0.0013058116661135782,0.0019731108958476046,0.011333410024885466,0.01590381056337863,0.004725093959711031,0.010131627222475547,0.029499123827233683,0.2896816066229682,0.27397932167344624,0.38810099466864123,0.4598928689956665,0.25978825980548886,0.26350801898880294,0.3671399315801963,0.5146115303039551
[16],prelu,32,22,0.0029441223427067818,0.0012571599086647952,0.00197710139849673,0.007240590865895723,0.01674391661722371,0.006100010819572385,0.010772314069335721,0.031086277118289565,0.2882582438290671,0.2735179274649288,0.3873569808293612,0.4620178461074829,0.25818896869137103,0.26052670197392136,0.366192366694705,0.5170641660690307
[16],prelu,32,23,0.004430021740960319,0.001848255777674232,0.0018926347620637134,0.011083936278290076,0.01697950395337549,0.005988922319048916,0.010889950470486567,0.030658724927635897,0.2895221313286288,0.27368153442900967,0.3884002595389476,0.45906308889389036,0.25781898566255945,0.26046975829856955,0.3661153360164752,0.5172948122024537
[16],prelu,32,24,0.004791717935020562,0.0020595179508430955,0.0023009596473392976,0.01216219011754138,0.016670698855417904,0.005745544058173022,0.010713140070418166,0.031080557579008853,0.28837031168442906,0.2739281160180686,0.38778753029593405,0.46075439453125,0.25790190298094406,0.2605774899317291,0.3663564210977713,0.5166293621063233
[16],prelu,32,25,0.006241476219685974,0.0021250034409861706,0.0038225334676728387,0.012463941881289624,0.01682486707728366,0.0059339383416876475,0.010715193851229236,0.029902009210540797,0.28618031151062706,0.27304768600084245,0.38645159149652847,0.4644827485084534,0.2576414635434296,0.260522716959907,0.3663277224648015,0.5167641401290893
[16],prelu,32,26,0.003871345663095577,0.00150135916314064,0.0018975322598996916,0.010321076390148343,0.017170226777341983,0.005716248133855588,0.01090666050594651,0.029514774958882283,0.2864720835211459,0.27327689528116694,0.38680487127993474,0.4635088205337524,0.25790675171493305,0.26040820419278043,0.3666539378903727,0.5159346461296082
[16],prelu,32,27,0.004462407242496258,0.001811560182396997,0.002187032732744748,0.011281604728636384,0.015888629143685162,0.006630075049074582,0.010188974268643264,0.032504439466395495,0.2851911882504284,0.27291732291622706,0.38605089500303497,0.46558529138565063,0.2584888060650893,0.26238037745291926,0.3672262158098596,0.5142307758331299
[16],prelu,32,28,0.006197191582991695,0.0018636919697612594,0.0029935232745708275,0.014519976237464491,0.017325207631215693,0.005902040388930224,0.010936400083045462,0.028523380871035123,0.28588717314247425,0.2729756180545283,0.3866317435461093,0.46392508745193484,0.25728846959623797,0.26040634242644484,0.3664514880782108,0.516518485546112
[16],prelu,32,29,0.005309269200526332,0.0013584673484797452,0.0020314612274495093,0.014244651022886004,0.017633302615288393,0.006223079557411714,0.011278049138911315,0.031186801304932954,0.286787417756738,0.27319259264474927,0.3873557684670231,0.4619102716445923,0.2576178927104308,0.26171776440159134,0.36679521616844785,0.5154998064041137
[16],prelu,32,30,0.004026414626121457,0.0013290979712873745,0.0024051730174800405,0.010073916444340095,0.016835265750276378,0.0054955986363962464,0.010627326749370392,0.029623308460359956,0.28577370835263916,0.2727986731627787,0.3867754786613588,0.46360023021698,0.2570872421564395,0.261854653305561,0.3665225069434376,0.5162586808204651
[16],prelu,32,31,0.004158249539946494,0.0013693274799490866,0.0014190297546082024,0.012192285732324495,0.016640117497979244,0.005542475007955983,0.010469717969059144,0.029930967896888053,0.2849096081259634,0.2727666920793159,0.3862656325957703,0.46496721506118777,0.2567248667484917,0.261795957672479,0.36635959994929934,0.5166614890098572
[16],prelu,32,32,0.004987830333921591,0.002136605980441931,0.002355719921442847,0.013203488408211256,0.016962544390153395,0.005865208213625152,0.010692349034304022,0.02988053476399674,0.2831679740088856,0.27280049605343426,0.38515482561042036,0.4680291175842285,0.25702161091122605,0.2613041908192649,0.3666535067696682,0.5159074664115906
[16],prelu,32,33,0.005222107316204426,0.002082864709759044,0.0029238697111809544,0.012733047329004337,0.016590919556898096,0.006452123378204581,0.010448096241549748,0.03110900675556564,0.2835392099969434,0.2722772280114403,0.38548741660520824,0.46712824106216433,0.256900420692344,0.26140077459514,0.3666484605908888,0.5158433437347412
[16],prelu,32,34,0.0039575370125717,0.001599095486144413,0.002735977476004106,0.010136027742728848,0.01691740481164928,0.005847013225454705,0.010591749836939304,0.02967167512142431,0.28350850448695136,0.27222611602771485,0.38554367280785656,0.46701512336730955,0.25650119040495645,0.2609703715540336,0.36642523830136386,0.5165096402168274
[16],prelu,32,35,0.0037038066964419137,0.0019181157644269468,0.0024093695214312248,0.009602936025582346,0.017036455480028682,0.006422103729986303,0.010685229382595631,0.03002266611335256,0.28305710290030295,0.2723459741064019,0.3852987706236816,0.4676942825317383,0.2571580498427435,0.2615694549527687,0.3669607874707591,0.5150870323181153
[16],prelu,32,36,0.003969592672586869,0.0014156690660424133,0.0016434811587389875,0.011795966522163182,0.017895318075826273,0.00545475919949257,0.011194729018918189,0.029076862247126644,0.28161278614604346,0.2714754059484058,0.3843617252360067,0.4702354907989502,0.256545347146512,0.26081411922988046,0.36656507744660327,0.5162034749984741
[16],prelu,32,37,0.0037228028273133492,0.0011201107948222403,0.001417876449063528,0.012079715238809005,0.01811697167537606,0.004356900645308831,0.011312182645233131,0.028263893087895973,0.2831431207853129,0.2722072276511293,0.3854691321792621,0.4671728491783142,0.2571003578104883,0.26248656895364497,0.3670159545153391,0.5150654554367066
[16],prelu,32,38,0.004237789692466487,0.0013973207879742907,0.0019162152284604213,0.012838163944086385,0.017989620643941804,0.005904155906657039,0.011280903962871814,0.02932773275231012,0.27981935226865334,0.2711142572871831,0.3832360614316352,0.4733165860176086,0.25651566995832026,0.26001251176343165,0.36665568523974024,0.5159617304801941
[16],prelu,32,39,0.0061511960469258714,0.002208128206936246,0.003179304862122951,0.014930187653527134,0.016971753828243303,0.004745252601814537,0.010460291813409283,0.027859289064351974,0.280876597821599,0.2714804557267413,0.3840074300224251,0.4711676836013794,0.2572057811948337,0.26257893330541326,0.3672219091682341,0.5144880294799805
[16],prelu,32,40,0.005298556226681036,0.0013778064328609863,0.0022924475537215053,0.014753395108205843,0.016285654177353025,0.005540542255919627,0.009986888785073441,0.027358602651115668,0.2805729295633595,0.2713243818419627,0.3838448160091011,0.47160695791244506,0.257130967361349,0.26135081266753823,0.36723187409068764,0.5144585490226745
[16],prelu,32,41,0.004886993907236509,0.0015695811037914694,0.0024862120836097704,0.012624653565947073,0.016415502518631043,0.0060295468816891455,0.01022506523698386,0.030996433795241262,0.28058560193067905,0.2717396856601915,0.38390780733188506,0.47147923707962036,0.2574066840457284,0.2622334308615182,0.3674736963933616,0.5136577248573303
[16],prelu,32,42,0.0031923486990149907,0.001881800332616723,0.0026098688615609016,0.008393646685653521,0.017333340476516832,0.006201383677483809,0.01082673310261262,0.03097773185279746,0.2821708338149298,0.2718064257890548,0.38505106524035204,0.46839797496795654,0.2573899600860954,0.26289539946878554,0.3674898068244664,0.5136525154113769
[16],prelu,32,43,0.0032232182296671294,0.0013075488369074222,0.001355376038860678,0.010675234575099031,0.017723586717856062,0.007022400561535215,0.011022174573362029,0.02875275235753756,0.2802248155449706,0.2714359742391982,0.38374852159889083,0.4719406723976135,0.25651469185603226,0.262063897604275,0.36688947312426096,0.5153529167175293
[16],prelu,32,44,0.005543435656631613,0.0018890100761884358,0.003100570138942327,0.014387516303919103,0.01897912575343989,0.004779672801600407,0.011800603912831215,0.027450008159972446,0.28187147488545217,0.2720204162147833,0.38490440478410204,0.4687072992324829,0.2570250244729744,0.2622482724450924,0.3672689930696522,0.5144620299339294
[16],prelu,32,45,0.0026471884803859463,0.0008734829230456205,0.001260533755853828,0.009794211517247145,0.01686324625201956,0.004692880616435844,0.010413541302552669,0.029117321178042024,0.28022716685812415,0.271479542840883,0.3838235370740212,0.47174725532531736,0.25676470790169714,0.26189162448356273,0.36715846395022156,0.514592969417572
[16],prelu,32,46,0.0031267936058506076,0.0009066128150894469,0.001936656392416234,0.010172068123430165,0.016417277487516542,0.005482547514954478,0.009980583788542646,0.02545704184332482,0.27974226083134296,0.27134093050788455,0.38352391720629875,0.4725719690322876,0.2575070486778498,0.2630824180561856,0.36773570506258224,0.5132130146026611
[16],prelu,32,47,0.004238854331376586,0.001777735710783546,0.002797578145744235,0.010878420667760172,0.01710677365508009,0.00548047020474293,0.010525137937491158,0.027753037485440616,0.27870358552344765,0.27071293343033714,0.38284014115796194,0.47445019483566286,0.25657095867017465,0.2612141338468927,0.36708636480882345,0.5148537039756775
[16],prelu,32,48,0.006261886928993359,0.0015450140466300069,0.0034235119042088278,0.01570410180888774,0.01657784362793801,0.005372949031924566,0.01015244325568715,0.027808121624710917,0.28058059804764546,0.27107994462358675,0.38414658307785887,0.4707720160484314,0.2561190365048382,0.26116087961342116,0.3668038550652261,0.5155723929405213
[16],prelu,32,49,0.004794243885366686,0.001530078454772527,0.0027334761217066945,0.012382440800294013,0.01876542089621515,0.00643421591340222,0.011715292409897137,0.02993074051827709,0.2792415636655632,0.2707943214965566,0.3832667976701532,0.47325066328048704,0.2575920904737943,0.2620624355870143,0.367848428314587,0.5128108620643616
[16],prelu,32,50,0.004512095113998943,0.002032825487386355,0.0029401713900678024,0.01133497888242639,0.01727758950941065,0.006084056992139314,0.010694981555515234,0.029550254837073974,0.27848971837628056,0.2706707772429439,0.3827774223738666,0.4746172547340393,0.2565781876617971,0.2614095610012452,0.36717700179919444,0.5145368218421936
[16],prelu,32,51,0.00416290981069236,0.0008523265113219414,0.0015908252443807285,0.012723259356258884,0.01686338539658136,0.005098651629608587,0.010289834804377866,0.02703217856960028,0.2778827973019191,0.2707306919932865,0.38238318459724124,0.4756557822227478,0.2567833619678167,0.2619177702614811,0.3673616650526439,0.5141451239585877
[16],prelu,32,52,0.004416038516755263,0.000986305746892469,0.0016549472852816656,0.013149478258145239,0.016914634271839896,0.004836594555141819,0.010412132466128456,0.0288709528870232,0.27718110994319184,0.2704291026068798,0.3819229685858926,0.47690868377685547,0.25635273668390696,0.2620852276558472,0.3670775640323185,0.5148148775100708
[16],prelu,32,53,0.003837299777312805,0.0011254704893733476,0.0015757639799116505,0.011970216870535962,0.018170371828725267,0.0056739310266696345,0.011338770172753823,0.029886633104501754,0.2780828502308745,0.2703061127522848,0.3825739468619942,0.475146746635437,0.2566492962650695,0.26185723663173505,0.36729017761522453,0.5142672538757325
[16],prelu,32,54,0.0032150550849838456,0.0014482756441365223,0.0020922677315621616,0.00975491640580758,0.017353694791600874,0.006187011267541387,0.010804851271350481,0.0312296252996327,0.2787635353636915,0.27083280066332815,0.3830722126270117,0.4738210320472717,0.2573890370193834,0.2629994703944166,0.36786387510519364,0.5126438975334168
[16],prelu,32,55,0.004888568977438213,0.0011085842791436608,0.0025033655931679896,0.013624068533890208,0.016962429101066073,0.004533304971075243,0.01056000882927169,0.03073614986076822,0.2793434688214086,0.27108587756415936,0.38348129201649833,0.47263323068618773,0.25609634836026457,0.26226452185789667,0.36696181057099614,0.5150440096855163
[16],prelu,32,56,0.004136995198034869,0.0017097394071651907,0.0025840656835351434,0.01123241505675796,0.01760367079659534,0.005321643294868959,0.01079469810459493,0.02773806142562164,0.27584824983516576,0.2702380475373708,0.38109475620330896,0.479220449924469,0.25755235257356024,0.26314217360604975,0.3680159059067761,0.5124062538146973
[16],prelu,32,57,0.004868287136156833,0.001894879707243242,0.003557471629373942,0.011529301981082733,0.018140685292861006,0.005469541450491709,0.011241759776134688,0.02881568450726757,0.2770899503529564,0.27014299691774474,0.38197353887244845,0.4768290877342224,0.25681649186618005,0.2621734669163073,0.36749534091722985,0.5137645721435546
[16],prelu,32,58,0.0041466353251166385,0.0014582537894670855,0.0030199249423146623,0.010610502665021889,0.01822566604562215,0.006705052014544572,0.01144689927120397,0.03218162644526362,0.27724604593537966,0.2703521860061225,0.38210167627034003,0.47648403644561765,0.2578759603111114,0.26333074724343153,0.3682745067756524,0.5115516662597657
[16],prelu,32,59,0.005281733774461262,0.0020717947055004403,0.0033191355239251845,0.013166609488404068,0.016950727948086778,0.00578297410530035,0.01045792313066996,0.028278073080400264,0.2778080053832537,0.2704031599272884,0.3825001770618396,0.47535027265548707,0.25516222576129854,0.2613732013875092,0.36636691812093974,0.5167230010032654
[16],prelu,32,60,0.0042391706714921245,0.0018876146472037328,0.002152405129319608,0.01222082970833893,0.017832212360154004,0.00572029076586501,0.011135724164785754,0.030198737212613312,0.27726470822595417,0.27027332728262315,0.38214742585240663,0.4763171911239624,0.25561028580105727,0.26155064790479055,0.3666912487465638,0.5158147573471069
[16],prelu,32,61,0.004713986832174371,0.0015466337595995796,0.0024036924593568965,0.01309995085841754,0.017016096575320667,0.005330835189298522,0.010548076632321695,0.030144001857638346,0.27783076991760297,0.27064727644053316,0.3825511132883831,0.47519669532775877,0.2558424170490926,0.2615789478956933,0.3668926709684887,0.5152494668960571
[16],prelu,32,62,0.004132554933651845,0.001812286261971326,0.0024528788420468306,0.011379008661132332,0.018522243674937655,0.004742653681255509,0.011464516098207277,0.027901803738844433,0.27727382150898194,0.27034063275413867,0.3821891022332512,0.47622179985046387,0.25649505503724146,0.2616381862988618,0.3673460476894406,0.5142146229743958
[16],prelu,32,63,0.004035673804168051,0.0014412627918040145,0.0026937584188760823,0.010869626069325563,0.01934159035702136,0.008037411740773595,0.012059902831470128,0.02885431372826544,0.2760897682682282,0.26998225927171166,0.38138607595267315,0.4784323930740356,0.25656029617262727,0.26385762435422133,0.36738781178775903,0.5140967845916748
[16],prelu,32,64,0.004571047404230989,0.00138015569322306,0.002567261224360327,0.012488690156353411,0.02397661874098778,0.012950756138318656,0.014927504090681772,0.02509284930905556,0.2760798657287042,0.27017957692768685,0.3813868653733615,0.47839906215667727,0.26018627426830643,0.2647640596684818,0.36988558265016835,0.5078528523445129
[16],prelu,32,65,0.002826617359747589,0.0016566840620045585,0.001940705953549617,0.009211575055687623,0.016321489543708313,0.005972425378879969,0.009987192530774805,0.02847246750633076,0.2764639193736847,0.270047157615581,0.3816794532317543,0.47764542102813723,0.2556153024129405,0.2616035314036476,0.3668045877201462,0.5155276179313659
[16],prelu,32,66,0.004199103855366559,0.002314916523939814,0.002937837347387482,0.010692326783477583,0.0170000332603669,0.007745047329668792,0.010745712914137062,0.035019923178278234,0.277144088987565,0.27046874346608946,0.3821603825896801,0.47631962299346925,0.25799072324464783,0.2638242870431336,0.3685159438353175,0.5107238173484803
[16],prelu,32,67,0.003377901722507078,0.0014313939036493758,0.0022019557057181114,0.009920987159140781,0.0177656876087693,0.007957849875202573,0.010989224538116512,0.02995335681613196,0.27717943119170113,0.27055811840341937,0.38219782189279017,0.4762184739112854,0.257825064898288,0.2626641351132416,0.3683866764459684,0.5113379836082459
[16],prelu,32,68,0.003573175730372674,0.0015929250122556078,0.002072409175530105,0.01076408959517632,0.017312220816329563,0.005519512335462648,0.010635412849329258,0.027832808684627085,0.27717744198340444,0.2702053647902702,0.38220342228952653,0.47618827819824217,0.25614104442290725,0.26092379811206207,0.3671967326565528,0.5145626068115234
[16],prelu,32,69,0.004019141788153464,0.0016171887994533988,0.0026574505199380965,0.011064899125001321,0.01697038111533126,0.007004695026543845,0.010377311558146833,0.027703505589964466,0.27782247709639984,0.270395355103842,0.3826587799623341,0.4749423623085022,0.25631313482412726,0.26256789847793943,0.3673395864924506,0.5141741514205933
[16],prelu,32,70,0.004478354290434893,0.0016674400109958016,0.0022543732599355406,0.012726016519205362,0.018734166722004963,0.005686911607566052,0.011483664854196331,0.026735795860761885,0.2773161865344912,0.27004850124309937,0.38231762481128867,0.47584224939346315,0.2585443775637618,0.26295697097629267,0.3689166413056514,0.5101069808006287
[16],prelu,32,71,0.0032980437642175986,0.0011883933864927504,0.001958258551090933,0.010284358301980578,0.01874131611931164,0.0070855346499776725,0.01147638714752616,0.027381448715102244,0.27591908578592905,0.27001902303462955,0.38136843153196975,0.4784802794456482,0.2599022313641545,0.263205968132274,0.3698982760655978,0.5074760556221009
[16],prelu,32,72,0.005024590714364128,0.002136587952607953,0.002898135183622292,0.013136910821664495,0.018379935944355517,0.006723803509933059,0.01142372635249283,0.029039838409409505,0.27627101851621017,0.2699983103114286,0.3816138559020045,0.4777704954147339,0.2563879112570663,0.2608715702389534,0.3673996040967286,0.5140200972557067
[16],prelu,32,73,0.0037979036707756434,0.0013605730151369777,0.0019551291347844973,0.011371541450172088,0.0169619428401449,0.00693347944265805,0.01070766348026984,0.03569355149628114,0.2752468316236728,0.2696970179591653,0.38092115826641193,0.4796840786933899,0.25961337824842434,0.26489661015112775,0.36975593743034335,0.5073936223983765
[16],prelu,32,74,0.0046095237806366785,0.0026236639200828754,0.003490246859974061,0.010744306040905885,0.018469465577898282,0.006394751626766238,0.01150055897635308,0.029691565911860597,0.2760497593455787,0.26993038930744967,0.3814883859197538,0.4781689405441284,0.25638589478234747,0.2617984086157302,0.36741389147393816,0.5139543533325195
[16],prelu,32,75,0.0049876964315708665,0.0022667934341056898,0.0034153795042667036,0.012129104011754306,0.017655872653641918,0.005944989486914106,0.010916392925537956,0.029587987658949228,0.2762531119230653,0.27023386025508167,0.3816328017515027,0.4777476072311401,0.25680577110335606,0.2621372156644297,0.3677420532114378,0.5130551099777222
[16],prelu,32,76,0.003454484826779848,0.001719544637488073,0.002710749347806148,0.009308385581041342,0.019914982187879224,0.00894362679659611,0.012360800414426068,0.02821274396682339,0.2775515446164749,0.27070185893992077,0.3825485956323458,0.47527321577072146,0.2580976542154367,0.26458052941818544,0.36863016989402053,0.5108605265617371
[16],prelu,32,77,0.003037898344235308,0.0016739301311627039,0.002070078030674184,0.009555631785402684,0.018217352701433636,0.004473482994090109,0.01119292362933568,0.025451700840845963,0.2769960086441342,0.2703285564045344,0.38217313989383045,0.47629002332687376,0.2568474649783561,0.26256812210296915,0.3677740407590836,0.5131824851036072
[16],prelu,32,78,0.003773516006539429,0.0015425077846969897,0.0030895511152010556,0.009232500379705126,0.01810293260103654,0.004334688826062769,0.011190373695286306,0.02783758463461129,0.27630842761061114,0.27048859969785594,0.38170560824038946,0.47759010791778567,0.2560089309975383,0.26236014146489284,0.3671851261403609,0.5146289706230164
[16],prelu,32,79,0.004261631886899532,0.00183233677363887,0.002214131279474059,0.012472231098860831,0.019774020048186375,0.006188994775310855,0.012218766321918555,0.027223576475064577,0.2768681685588402,0.2703196928649926,0.38209208871502376,0.47646557092666625,0.2580220694113304,0.2617344320293951,0.3686053626693173,0.5109573483467102
[16],prelu,32,80,0.003856337924661612,0.0017318338652872007,0.0028136257199114826,0.010535318312708628,0.021468632761553322,0.006822865039993533,0.013433919663583132,0.031252988716059145,0.27645247948598034,0.2699086406854266,0.38182095463393856,0.4772508263587952,0.2605347733842233,0.2645610278660771,0.37037615879422847,0.5061483263969422
[16],prelu,32,81,0.003981517676252323,0.0013479411826091859,0.0016734179551036346,0.012324692733884125,0.016945931698634068,0.0048333777148824066,0.010397146387133717,0.028433701435695312,0.2765858647569333,0.2701439982780319,0.38191643296608957,0.4769428014755249,0.2561136682983612,0.2631810766804398,0.36731477562024517,0.5142096042633056
[16],prelu,32,82,0.004230466031219334,0.001962796034054859,0.0029357842913994084,0.010985709272451339,0.018613216207767354,0.005788829090835663,0.01157010328528023,0.02906362802138222,0.2753231794358636,0.2696392371029032,0.3810549858244735,0.4793394088745117,0.2562861004336466,0.26291697686743165,0.3674123254500074,0.5139918208122254
[16],prelu,32,83,0.004523789521624131,0.0019288018001836834,0.002721730149460526,0.012199803183620048,0.020112539635309686,0.005376839745151873,0.012515105823853854,0.027635023303866055,0.2778353046437513,0.2705616383972394,0.38279581258345646,0.47454763650894166,0.25733004711317314,0.2625295195994952,0.3681347080463199,0.5122124075889587
[16],prelu,32,84,0.005269093170625803,0.0020874214164136413,0.003667339418935018,0.012417161639297467,0.016967113645120394,0.005863396829593725,0.0103674410948783,0.028010453544247447,0.27621357724128465,0.2700378220820221,0.3816826166520094,0.4776113748550415,0.2567779022857414,0.26267840224585076,0.3678158732803877,0.5129025459289551
[16],prelu,32,85,0.0030951384592784706,0.0016750838013491933,0.0026829287917728615,0.00858596403202471,0.019405846029450877,0.007764218691437105,0.012076203551957963,0.029163385595021674,0.27556690605187945,0.2697892295614799,0.38125242975810125,0.4788320422172546,0.25724102276287103,0.2630267882841333,0.3681033658978288,0.5121912002563477
[16],prelu,32,86,0.003689091153598197,0.0018203651205677233,0.002856293944274143,0.00966590998167062,0.017534100762674285,0.006707498202469339,0.010812942121689647,0.028668294302725595,0.2753951788813448,0.26949884835761606,0.38113792242444616,0.4791322350502014,0.2564942397412912,0.2614130407864716,0.36761542243451845,0.5134318113327027
